Wall time,Step,Value
1725207201.1360087,0,0.487924724817276
1725207202.8872895,500,0.6267760992050171
1725207204.6703734,1000,0.6911554932594299
1725207206.5832021,1500,0.46290287375450134
1725207208.328844,2000,0.19534829258918762
1725207210.0067623,2500,0.025186818093061447
1725207211.7541354,3000,0.3190547525882721
1725207213.5686617,3500,0.30990511178970337
1725207215.275043,4000,0.36739394068717957
1725207216.9365342,4500,0.2306584268808365
1725207218.7005002,5000,0.6717591285705566
1725207220.5173304,5500,0.3958036005496979
1725207222.2325332,6000,0.29689306020736694
1725207223.9370902,6500,0.6271246671676636
1725207225.6183643,7000,0.40081340074539185
1725207227.3815598,7500,0.3554483652114868
1725207229.0696976,8000,0.6279963850975037
1725207230.906795,8500,0.055240973830223083
1725207232.6202025,9000,-0.0014026399003341794
1725207234.3586607,9500,0.6842305660247803
1725207236.060613,10000,0.47033849358558655
1725207237.801391,10500,-0.5498959422111511
1725207239.5060954,11000,0.424298495054245
1725207241.2196999,11500,0.8122986555099487
1725207242.994549,12000,0.25905176997184753
1725207244.649467,12500,-0.1577090471982956
1725207246.3418884,13000,0.7959277629852295
1725207248.0695205,13500,0.44408902525901794
1725207249.8224998,14000,0.6391472816467285
1725207251.5132904,14500,0.2369178831577301
1725207253.220461,15000,0.19953781366348267
1725207254.9276948,15500,0.657867431640625
1725207256.6382985,16000,0.4794459640979767
1725207258.5110388,16500,0.21035955846309662
1725207260.2992365,17000,-0.21646937727928162
1725207262.042734,17500,0.13297675549983978
1725207263.733872,18000,0.3247149884700775
1725207265.4717047,18500,-0.20193599164485931
1725207267.1454325,19000,0.593812108039856
1725207268.8702052,19500,-0.08733519911766052
1725207270.549617,20000,0.4388289451599121
1725207272.2642436,20500,0.6153026223182678
1725207274.0083804,21000,-0.3107236921787262
1725207275.6938872,21500,0.22112096846103668
1725207277.529516,22000,-0.38936954736709595
1725207279.2600038,22500,0.2762772738933563
1725207281.0075197,23000,0.34407079219818115
1725207282.7050505,23500,0.5240926742553711
1725207284.4031303,24000,0.4586358070373535
1725207286.1207433,24500,0.40050262212753296
1725207287.7829096,25000,-0.12651951611042023
1725207289.519804,25500,0.7218186259269714
1725207291.1964536,26000,0.02058112435042858
1725207292.9201884,26500,0.7215327024459839
1725207294.5246894,27000,-0.07157909125089645
1725207296.2081137,27500,0.28054022789001465
1725207297.8945155,28000,0.17576071619987488
1725207299.7141275,28500,-0.16029894351959229
1725207301.4233723,29000,0.7637946605682373
1725207303.1112454,29500,0.34381765127182007
1725207304.8377645,30000,0.6854304671287537
1725207306.4760342,30500,-0.2011856585741043
1725207308.1732616,31000,0.15619948506355286
1725207309.8216338,31500,-0.26945358514785767
1725207311.5533729,32000,0.37880223989486694
1725207313.2603366,32500,0.46096962690353394
1725207315.0278199,33000,0.05322014167904854
1725207316.7295935,33500,0.07436440885066986
1725207318.4943495,34000,0.6734128594398499
1725207320.209307,34500,0.2947341501712799
1725207321.9817939,35000,0.5715668201446533
1725207323.672907,35500,0.5866652727127075
1725207325.4220083,36000,0.4364932179450989
1725207327.0837429,36500,0.11596572399139404
1725207328.806038,37000,0.43144491314888
1725207330.6947863,37500,0.5453445911407471
1725207332.3975208,38000,0.5041214227676392
1725207334.1080353,38500,0.2104889154434204
1725207335.7991815,39000,-0.177879199385643
1725207337.4731548,39500,0.13324177265167236
1725207339.2089615,40000,0.29108500480651855
1725207340.954352,40500,0.7563964128494263
1725207342.6423247,41000,0.7502895593643188
1725207344.3807688,41500,0.6050939559936523
1725207346.096792,42000,0.17147360742092133
1725207347.756931,42500,0.20137004554271698
1725207349.4419718,43000,0.26387956738471985
1725207351.1935062,43500,0.6519332528114319
1725207352.9212544,44000,-0.1313621699810028
1725207354.6657307,44500,0.7379550933837891
1725207356.423164,45000,0.4343467950820923
1725207358.1056018,45500,-0.008493073284626007
